Symbol,Name,SumWeights,Holders
NUV,Nuveen Municipal Value,0.034,"[('XMPT', 0.034)]"
TATASTEEL.,Tata Steel Ltd,0.033,"[('NFTY', 0.028), ('BLES', 0.005)]"
BPAN4.SA,Banco Pan SA Participating Preferred,0.033,"[('BRF', 0.022), ('FEMS', 0.011)]"
300413,Mango Excellent Media Co Ltd,0.033,"[('CHIC', 0.033)]"
NGK2,Henry Hub Natural Gas Apr22,0.033,"[('DBE', 0.033)]"
MARUTI.BO,Maruti Suzuki India Ltd,0.033,"[('ECON', 0.033)]"
1216.TW,Uni-President Enterprises Corp,0.033,"[('ECON', 0.033)]"
FMX.MX,Fomento Economico Mexicano SAB de CV ADR,0.033,"[('EDIV', 0.033)]"
00667,China East Education Holdings Ltd,0.033,"[('EDUT', 0.033)]"
PIDILITIND,Pidilite Industries Ltd Shs Dematerialised,0.033,"[('EMDV', 0.02), ('RNEM', 0.013)]"
BLX.TO,Boralex Inc Class A,0.033,"[('FAN', 0.033)]"
THQ,Tekla Healthcare Opportunities,0.033,"[('FCEF', 0.033)]"
GGBR4.SA,Gerdau SA Participating Preferred,0.033,"[('FLN', 0.033)]"
CPI.JO,Capitec Bank Holdings Ltd,0.033,"[('FLZA', 0.033)]"
VCRA,Vocera Communications Inc,0.033,"[('ROBO', 0.017), ('HTEC', 0.016)]"
01308.HK,SITC International Holdings Co Ltd,0.033,"[('IMOM', 0.025), ('ISCF', 0.008)]"
DOMO,Domo Inc,0.033,"[('WCLD', 0.022), ('IRBO', 0.011)]"
MRVI,Maravai LifeSciences Holdings Inc Ordinary Shares - Class A,0.033,"[('JSML', 0.033)]"
XXII,22nd Century Group Inc,0.033,"[('MJ', 0.033)]"
EDR,Endeavor Group Holdings Inc Class A,0.033,"[('MVP', 0.033)]"
ANSS,Ansys Inc,0.033,"[('NUMG', 0.025), ('SSPY', 0.008)]"
EXK.TO,Endeavour Silver Corp,0.033,"[('SILJ', 0.033)]"
RXT,Rackspace Technology Inc Ordinary Shares,0.033,"[('SKYY', 0.033)]"
BACPB,Bank of America Corp Pfd,0.033,"[('SPFF', 0.033)]"
L.TO,Loblaw Companies Ltd,0.032999999999999995,"[('KLDW', 0.013), ('RODM', 0.007), ('TPIF', 0.005), ('CIL', 0.004), ('CIZ', 0.004)]"
CX.MX,Cemex SAB de CV ADR,0.032,"[('AADR', 0.032)]"
003690.KS,Korean Reinsurance Co,0.032,"[('ADIV', 0.032)]"
RO,Roche Holding AG,0.032,"[('AGNG', 0.032)]"
WIRE,Encore Wire Corp,0.032,"[('AIRR', 0.032)]"
OSTK,Overstock.com Inc,0.032,"[('BLCN', 0.018), ('FYC', 0.008), ('FYX', 0.004), ('PQSV', 0.002)]"
PUBM,PubMatic Inc Ordinary Shares - Class A,0.032,"[('CBTG', 0.032)]"
02600,Aluminum Corporation of China Ltd Class H,0.032,"[('CHIM', 0.032)]"
01313,China Resources Cement Holdings Ltd,0.032,"[('CHIM', 0.032)]"
IHG.L,InterContinental Hotels Group PLC ADR,0.032,"[('CRUZ', 0.032)]"
GVIXX,Wells Fargo Government MMkt Inst,0.032,"[('DBLV', 0.032)]"
MTZ,MasTec Inc,0.032,"[('FLM', 0.029), ('DFAS', 0.003)]"
1513.TW,Chung-Hsin Electric & Machinery Mfg Corp,0.032,"[('EDIV', 0.032)]"
GDV,Gabelli Dividend & Income,0.032,"[('FCEF', 0.032)]"
H78.SI,Hongkong Land Holdings Ltd,0.032,"[('FIDI', 0.032)]"
MONC.MI,Moncler SpA,0.032,"[('FLIY', 0.032)]"
8952,Japan Real Estate Investment Corp,0.032,"[('GBLD', 0.032)]"
BKG.L,Berkeley Group Holdings (The) PLC,0.032,"[('GBLD', 0.032)]"
EQX.TO,Equinox Gold Corp,0.032,"[('GOEX', 0.032)]"
6532,BayCurrent Consulting Inc,0.032,"[('IMOM', 0.024), ('SCJ', 0.005), ('GWX', 0.003)]"
PRTS,CarParts.com Inc,0.032,"[('IBUY', 0.021), ('XRT', 0.011)]"
ZNU1,Us 10yr Note (Cbt)sep21 Xcbt 20210921,0.032,"[('IG', 0.032)]"
NARI,Inari Medical Inc Ordinary Shares,0.032,"[('JSML', 0.032)]"
SUNPHARMA.,Sun Pharmaceuticals Industries Ltd,0.032,"[('KMED', 0.032)]"
688099,Amlogic (Shanghai) Co Ltd Class A,0.032,"[('KSTR', 0.032)]"
BJKAS,Besiktas Futbol Yatirimlari Sanayi Ve Ticaret AS,0.032,"[('MVP', 0.032)]"
CYH,Community Health Systems Inc,0.032,"[('RWJ', 0.013), ('XSVM', 0.013), ('OMFS', 0.006)]"
MNRPC,Monmouth Real Estate Investment Corp C,0.032,"[('PFFR', 0.032)]"
BACPM,Bank of America Corp Pfd,0.032,"[('PGF', 0.02), ('PGX', 0.012)]"
SAVA,Cassava Sciences Inc,0.032,"[('PILL', 0.032)]"
ABCB,Ameris Bancorp,0.032,"[('XSHQ', 0.019), ('PSCF', 0.013)]"
REZI,Resideo Technologies Inc,0.032,"[('PSCI', 0.024), ('VIOV', 0.008)]"
KDP,Keurig Dr Pepper Inc,0.032,"[('PSL', 0.032)]"
BCRX,BioCryst Pharmaceuticals Inc,0.032,"[('PTH', 0.032)]"
IEUR,iShares Core MSCI Europe ETF,0.032,"[('RFEU', 0.032)]"
HCSG,Healthcare Services Group Inc,0.032,"[('RNSC', 0.02), ('SMDV', 0.012)]"
ALLE,Allegion PLC,0.032,"[('STNC', 0.032)]"
DELTA-R,Delta Electronics (Thailand) PCL DR,0.032,"[('THD', 0.032)]"
JQC,Nuveen Credit Strategies Income,0.032,"[('VPC', 0.032)]"
NXT.AX,Nextdc Ltd,0.032,"[('VPN', 0.032)]"
UXIN,Uxin Ltd ADR,0.032,"[('XBUY', 0.032)]"
BAND,Bandwidth Inc Class A,0.032,"[('XTL', 0.032)]"
SLM,SLM Corp,0.031999999999999994,"[('FXO', 0.018), ('EZM', 0.009), ('JHSC', 0.005)]"
EVH,Evolent Health Inc A,0.031,"[('ACTV', 0.031)]"
MTS.AX,Metcash Ltd,0.031,"[('ADIV', 0.031)]"
BSX,Boston Scientific Corp,0.031,"[('AGNG', 0.031)]"
SPXC,SPX Corp,0.031,"[('AIRR', 0.031)]"
FSS,Federal Signal Corp,0.031,"[('AIRR', 0.031)]"
TYL,Tyler Technologies Inc,0.031,"[('MOAT', 0.026), ('BBMC', 0.005)]"
AZUL.SA,Azul SA ADR,0.031,"[('BRF', 0.031)]"
INSG,Inseego Corp,0.031,"[('CBTG', 0.031)]"
4904.TW,Far EasTone Telecommunications Co Ltd,0.031,"[('CEY', 0.022), ('EELV', 0.009)]"
MGEE,MGE Energy Inc,0.031,"[('CSB', 0.017), ('SMLV', 0.006), ('CSA', 0.004), ('CSF', 0.004)]"
WCLD,WisdomTree Cloud Computing Fund,0.031,"[('DALT', 0.031)]"
KRC,Kilroy Realty Corp,0.031,"[('GBLD', 0.028), ('ESML', 0.003)]"
TKA.DE,thyssenkrupp AG,0.031,"[('EWGS', 0.025), ('IMFL', 0.006)]"
USIM5.SA,"Usinas Siderurgicas de Minas Gerais,S.A. Participating Preferred",0.031,"[('FBZ', 0.031)]"
01038.L,CK Infrastructure Holdings Ltd,0.031,"[('FID', 0.017), ('IDHD', 0.014)]"
TIMS3.SA,TIM SA Ordinary Shares,0.031,"[('FLN', 0.031)]"
PLZL,Polyus PJSC,0.031,"[('FLRU', 0.031)]"
SWAV,ShockWave Medical Inc,0.031,"[('QMOM', 0.021), ('FNY', 0.01)]"
CCU21,Cocoa Future Sept 21,0.031,"[('FUT', 0.031)]"
ABCL.TO,AbCellera Biologics Inc Ordinary Shares,0.031,"[('GERM', 0.031)]"
KRR.TO,Karora Resources Inc,0.031,"[('GOAU', 0.031)]"
CGG,China Gold International Resources Corp Ltd,0.031,"[('GOAU', 0.031)]"
RWT,Redwood Trust Inc,0.031,"[('HYIN', 0.031)]"
BANPU-R,Banpu PCL DR,0.031,"[('IDX', 0.031)]"
01876.HK,Budweiser Brewing Co APAC Ltd,0.031,"[('IPOS', 0.031)]"
688002,Raytron Technology Co Ltd Class A,0.031,"[('KSTR', 0.031)]"
MFC.TO,Manulife Financial Corp,0.031,"[('PID', 0.031)]"
OPER,ETF Series Solutions ETF ClearS,0.031,"[('PIFI', 0.031)]"
UFPI,UFP Industries Inc,0.031,"[('PSCI', 0.025), ('PLTL', 0.006)]"
TRNO,Terreno Realty Corp,0.031,"[('PPTY', 0.025), ('SMLV', 0.006)]"
3702.TW,WPG Holding Co Ltd,0.031,"[('RNEM', 0.031)]"
SPTN,SpartanNash Co,0.031,"[('SIXS', 0.021), ('RWJ', 0.01)]"
LEGN,Legend Biotech Corp ADR,0.031,"[('SBIO', 0.031)]"
TGTX,TG Therapeutics Inc,0.031,"[('SBIO', 0.031)]"
00288,WH Group Ltd,0.031,"[('SDG', 0.031)]"
ASELS,Aselsan Elektronik Sanayi Ve Ticaret AS,0.031,"[('TUR', 0.031)]"
SISE,Turkiye Sise ve Cam Fabrikalari AS,0.031,"[('TUR', 0.031)]"
DIC,Dubai Investments PJSC,0.031,"[('UAE', 0.031)]"
JHG,Janus Henderson Group PLC,0.03,"[('ACTV', 0.03)]"
MWA,"Mueller Water Products, Inc. Class A",0.03,"[('AIRR', 0.03)]"
ROLL,RBC Bearings Inc,0.03,"[('AIRR', 0.03)]"
RA,Brookfield Real Assets Income Fund Inc.,0.03,"[('ALTY', 0.03)]"
EDF,Stone Harbor Emerging Mkts Income,0.03,"[('ALTY', 0.03)]"
2267,Yakult Honsha Co Ltd,0.03,"[('BFIT', 0.03)]"
PUM.DE,Puma SE,0.03,"[('BFIT', 0.03)]"
AZRE.BO,Azure Power Global Ltd,0.03,"[('BICK', 0.021), ('PBD', 0.009)]"
RKT,Rocket Companies Inc Ordinary Shares Class A,0.03,"[('BUZZ', 0.03)]"
03888,Kingsoft Corp Ltd,0.03,"[('CHIK', 0.03)]"
00322,Tingyi (Cayman Islands) Holding Corp,0.03,"[('CHIS', 0.03)]"
KFRC,Kforce Inc,0.03,"[('OSCV', 0.019), ('DEEP', 0.011)]"
GEF,Greif Inc Class A,0.03,"[('DGRS', 0.019), ('DES', 0.011)]"
AEO,American Eagle Outfitters Inc,0.03,"[('XRT', 0.011), ('FLQS', 0.008), ('PSC', 0.008), ('DFAS', 0.003)]"
HE,Hawaiian Electric Industries Inc,0.03,"[('DIV', 0.022), ('SMLV', 0.008)]"
2768,Sojitz Corp,0.03,"[('DMDV', 0.022), ('DXJS', 0.008)]"
REE.BC,Red Electrica Corporacion SA,0.03,"[('DWX', 0.018), ('FDEV', 0.012)]"
SEK.AX,Seek Ltd,0.03,"[('ERSX', 0.03)]"
MB.MI,Mediobanca SpA,0.03,"[('EUSC', 0.03)]"
AZUL4.SA,Azul SA Participating Preferred,0.03,"[('EWZS', 0.03)]"
SOON,Sonova Holding AG,0.03,"[('FICS', 0.026), ('JPIN', 0.004)]"
WOW.AX,Woolworths Group Ltd,0.03,"[('FLAU', 0.03)]"
EN.PA,Bouygues,0.03,"[('FLM', 0.03)]"
NLMK,Novolipetsk Steel PJSC,0.03,"[('FLRU', 0.03)]"
LGF.B,Lions Gate Entertainment Corp B,0.03,"[('FOVL', 0.03)]"
USFD,US Foods Holding Corp,0.03,"[('FRTY', 0.03)]"
BOOT,Boot Barn Holdings Inc,0.03,"[('XRT', 0.011), ('FYC', 0.008), ('RETL', 0.007), ('FYX', 0.004)]"
KNBE,KnowBe4 Inc Ordinary Shares - Class A,0.03,"[('HACK', 0.03)]"
INVZ,Innoviz Technologies Ltd,0.03,"[('HAIL', 0.015), ('SPXZ', 0.015)]"
MFA,MFA Financial Inc,0.03,"[('HYIN', 0.03)]"
PTY,PIMCO Corporate & Income Opps,0.03,"[('HYIN', 0.03)]"
THG.L,THG PLC Ordinary Share,0.03,"[('IPOS', 0.03)]"
FDJ.PA,La Francaise Des Jeux SA Ordinary Shares,0.03,"[('IPOS', 0.03)]"
ALK,Alaska Air Group Inc,0.03,"[('JETS', 0.03)]"
SNCY,Sun Country Airlines Holdings Inc,0.03,"[('JETS', 0.03)]"
PPD,PPD Inc Ordinary Shares,0.03,"[('JSMD', 0.03)]"
SWI,SolarWinds Corp Ordinary Shares,0.03,"[('JSML', 0.03)]"
HUMANSOFT,HumanSoft Holding Co KSCC,0.03,"[('KWT', 0.03)]"
LKFN,Lakeland Financial Corp,0.03,"[('OSCV', 0.018), ('SMDV', 0.012)]"
NSPA,NuStar Energy LP A,0.03,"[('PFFA', 0.03)]"
AEIS,Advanced Energy Industries Inc,0.03,"[('PSCT', 0.03)]"
MTSI,MACOM Technology Solutions Holdings Inc,0.03,"[('PSI', 0.03)]"
002254,Yantai Tayho Advanced Materials Co Ltd,0.03,"[('RAYC', 0.03)]"
DOC,Physicians Realty Trust,0.03,"[('ROOF', 0.03)]"
AWF,AllianceBernstein Glb High Inc,0.03,"[('SDEF', 0.03)]"
IDA,Idacorp Inc,0.03,"[('WWOW', 0.024), ('SMLV', 0.006)]"
NVT.L,nVent Electric PLC,0.03,"[('VNMC', 0.03)]"
SKX,Skechers USA Inc,0.03,"[('VNMC', 0.03)]"
FSP,Franklin Street Properties Corp,0.03,"[('XSHD', 0.03)]"
QSR.TO,Restaurant Brands International Inc,0.029,"[('ACTV', 0.029)]"
INVA,Innoviva Inc,0.029,"[('ACTV', 0.029)]"
2383.TW,Elite Material Co Ltd,0.029,"[('ADIV', 0.029)]"
ETB,EV Tax-Managed Buy-Write Inc,0.029,"[('ALTY', 0.029)]"
DIAX,Nuveen Dow 30 Dynamic Overwrite,0.029,"[('ALTY', 0.029)]"
DMO,Western Asset Mortgage Opp Fund Inc,0.029,"[('ALTY', 0.029)]"
ETJ,EV Risk-Mgd Divers Equity Inc,0.029,"[('ALTY', 0.029)]"
WBT,Welbilt Inc,0.029,"[('ARB', 0.029)]"
06110,Topsports International Holdings Ltd,0.029,"[('BFIT', 0.029)]"
PHR,Phreesia Inc,0.029,"[('BFTR', 0.029)]"
DSCT,Israel Discount Bank Ltd Class A,0.029,"[('EIS', 0.029)]"
PRU.L,Prudential PLC,0.029,"[('EUFN', 0.029)]"
6947,Digi.com Bhd,0.029,"[('EWM', 0.029)]"
PRIO3.SA,Petro Rio SA,0.029,"[('EWZS', 0.029)]"
ENEV3.SA,Eneva SA,0.029,"[('EWZS', 0.029)]"
LWSA3.SA,Locaweb Servicos de Internet SA Ordinary Shares,0.029,"[('EWZS', 0.029)]"
SKA B,Skanska AB Class B,0.029,"[('FLM', 0.029)]"
SOL.JO,Sasol Ltd,0.029,"[('FLZA', 0.029)]"
LGF.A,Lions Gate Entertainment Corp,0.029,"[('FOVL', 0.029)]"
VNO,Vornado Realty Trust,0.029,"[('GBLD', 0.029)]"
C38U.SI,CapitaLand Integrated Commercial Trust,0.029,"[('GBLD', 0.029)]"
NST.AX,Northern Star Resources Ltd,0.029,"[('GDX', 0.029)]"
LE,Lands' End Inc,0.029,"[('IBUY', 0.029)]"
TMV.DE,TeamViewer AG Bearer Shares,0.029,"[('IPOS', 0.029)]"
SSB,South State Corp,0.029,"[('QABA', 0.021), ('IWN', 0.004), ('VTWV', 0.004)]"
ALGT,Allegiant Travel Co,0.029,"[('JETS', 0.029)]"
JBLU,JetBlue Airways Corp,0.029,"[('JETS', 0.029)]"
NIND,National Industries Group Holding SAK,0.029,"[('KWT', 0.029)]"
CSU.TO,Constellation Software Inc,0.029,"[('PIZ', 0.029)]"
600809,Shanxi Xinghuacun Fen Wine Factory Co Ltd,0.029,"[('RAYC', 0.029)]"
2356.TW,Inventec Corp,0.029,"[('RNEM', 0.029)]"
APLS,Apellis Pharmaceuticals Inc,0.029,"[('SBIO', 0.029)]"
PFLT,PennantPark Floating Rate Capital Ltd,0.029,"[('SDEF', 0.029)]"
HYEM,VanEck Emerging Markets High Yi,0.029,"[('SDEF', 0.029)]"
ALO.PA,Alstom SA,0.029,"[('SDG', 0.029)]"
CRHC,Cohn Robbins Holdings Corp Ordinary Shares - Class A,0.029,"[('SPCX', 0.029)]"
WFCPR,Wells Fargo & Co Deposit Shs Repr 1/1000th 6 5/8 % Non-Cum Perp Pfd Shs -A-,0.029,"[('SPFF', 0.029)]"
CR,Crane Co,0.029,"[('VNMC', 0.029)]"
SWK,Stanley Black & Decker Inc,0.028999999999999998,"[('TMDV', 0.016), ('BNE', 0.013)]"
03328,Bank of Communications Co Ltd Class H,0.028999999999999998,"[('CHIX', 0.02), ('UEVM', 0.009)]"
FRT,Federal Realty Investment Trust,0.028999999999999998,"[('KNG', 0.018), ('DIVA', 0.011)]"
SGRY,Surgery Partners Inc,0.028999999999999998,"[('DWMC', 0.012), ('FYC', 0.009), ('FYX', 0.005), ('JPSE', 0.003)]"
2882.TW,Cathay Financial Holding Co Ltd,0.028999999999999998,"[('FLTW', 0.02), ('ESGE', 0.009)]"
GETI B,Getinge AB Class B,0.028999999999999998,"[('ISCF', 0.009), ('VIDI', 0.007), ('IEUS', 0.005), ('HSCZ', 0.003), ('SCZ', 0.003)]"
MSM,MSC Industrial Direct Co Inc Class A,0.028999999999999998,"[('OUSM', 0.022), ('HSMV', 0.007)]"
GWW,W.W. Grainger Inc,0.028999999999999998,"[('VSDA', 0.022), ('JSTC', 0.007)]"
ATR,AptarGroup Inc,0.028999999999999998,"[('XMLV', 0.015), ('SMMV', 0.014)]"
XRX,Xerox Holdings Corp,0.028,"[('ACTV', 0.028)]"
TEI,Templeton Emerging Markets Income,0.028,"[('ALTY', 0.028)]"
PATH,UiPath Inc Class A,0.028,"[('ARKQ', 0.028)]"
JD..L,JD Sports Fashion PLC,0.028,"[('BFIT', 0.028)]"
00285,BYD Electronic (International) Co Ltd,0.028,"[('CHIK', 0.028)]"
02689,Nine Dragons Paper (Holdings) Ltd,0.028,"[('CHIM', 0.028)]"
FTS.TO,Fortis Inc,0.028,"[('CID', 0.017), ('IDLV', 0.007), ('CIL', 0.004)]"
CSIQ,Canadian Solar Inc,0.028,"[('CNRG', 0.028)]"
01208,MMG Ltd,0.028,"[('EPU', 0.028)]"
TEG.DE,TAG Immobilien AG,0.028,"[('EWGS', 0.028)]"
5168,Hartalega Holdings Bhd,0.028,"[('EWM', 0.028)]"
BT.A.L,BT Group PLC,0.028,"[('FKU', 0.028)]"
FGR.PA,Eiffage SA,0.028,"[('FLM', 0.028)]"
FUNO 11.MX,Fibra Uno Administracion SA de CV Certificados Bursatiles Fiduciarios Inmob,0.028,"[('FLMX', 0.028)]"
TATN,Tatneft PJSC,0.028,"[('FLRU', 0.028)]"
SCHWPJ,Charles Schwab Corp 4.45% PRF PERPETUAL USD 25 - Ser J 1/40th int,0.028,"[('FPFD', 0.028)]"
NWG.L,NatWest Group PLC,0.028,"[('FPXE', 0.028)]"
GPT.AX,GPT Group,0.028,"[('GBLD', 0.028)]"
CAP,CAP SA,0.028,"[('GVAL', 0.028)]"
UNTR,United Tractors Tbk,0.028,"[('IDX', 0.028)]"
VLY,Valley National Bancorp,0.028,"[('QABA', 0.02), ('IWN', 0.004), ('VTWV', 0.004)]"
SKYW,SkyWest Inc,0.028,"[('JETS', 0.028)]"
AC.TO,Air Canada Class B,0.028,"[('JETS', 0.028)]"
ITT,ITT Inc,0.028,"[('PRN', 0.023), ('JHSC', 0.005)]"
FSIXX,FidelityÂ® Inv MM Fds Treasury Only I,0.028,"[('MMIN', 0.016), ('MMIT', 0.012)]"
FAST,Fastenal Co,0.028,"[('PAVE', 0.028)]"
NLYPF,Annaly Capital Management Inc Cum Conv Red Pfd Registered Shs Series -F-,0.028,"[('PFFR', 0.028)]"
LPSN,LivePerson Inc,0.028,"[('PSCT', 0.028)]"
NBR,Nabors Industries Ltd,0.028,"[('PXI', 0.028)]"
002032,Zhejiang Supor Co Ltd,0.028,"[('RAYC', 0.028)]"
603882,Guangzhou Kingmed Diagnostics Group Co Ltd Class A,0.028,"[('RAYC', 0.028)]"
EMHY,iShares J.P. Morgan EM High Yie,0.028,"[('SDEF', 0.028)]"
WHF,WhiteHorse Finance Inc,0.028,"[('SDEF', 0.028)]"
PCY,Invesco Emerging Markets Sovere,0.028,"[('SDEF', 0.028)]"
PTTEP-R,PTT Exploration & Production PCL DR,0.028,"[('THD', 0.028)]"
ECC,Eagle Point Credit Co LLC,0.028,"[('VPC', 0.028)]"
BKCC,BlackRock Capital Investment Corp,0.028,"[('VPC', 0.028)]"
HIBB,Hibbett Inc,0.027999999999999997,"[('ROSC', 0.013), ('AFSM', 0.01), ('OMFS', 0.005)]"
IVZ,Invesco Ltd,0.027000000000000003,"[('QMOM', 0.021), ('DFAT', 0.006)]"
UMPQ,Umpqua Holdings Corp,0.027000000000000003,"[('KBWR', 0.021), ('SQLV', 0.006)]"
MODV,ModivCare Inc,0.027,"[('XHS', 0.019), ('AFSM', 0.008)]"
600030,CITIC Securities Co Ltd,0.027,"[('AFTY', 0.027)]"
01288,Agricultural Bank of China Ltd Class H,0.027,"[('CHIX', 0.027)]"
GBIL,Goldman Sachs Access Treasury 0,0.027,"[('CPI', 0.027)]"
00008.HK,PCCW Ltd,0.027,"[('DVYA', 0.027)]"
2382.TW,Quanta Computer Inc,0.027,"[('EDIV', 0.027)]"
500295.BO,Vedanta Ltd,0.027,"[('EEMD', 0.027)]"
AAWW,Atlas Air Worldwide Holdings Inc,0.027,"[('XSVM', 0.013), ('EES', 0.007), ('FYT', 0.007)]"
FRTPC,Federal Realty Investment Trust Deposit Shs Repr 1/1000th 5 % Cum Perp Red,0.027,"[('EPRF', 0.027)]"
ARESPA,Ares Management Corp A,0.027,"[('EPRF', 0.027)]"
STT,State Street Corporation,0.027,"[('EQRR', 0.027)]"
LLOY.L,Lloyds Banking Group PLC,0.027,"[('EUFN', 0.027)]"
COV.PA,Covivio SA,0.027,"[('EUSC', 0.027)]"
GAPB.MX,Grupo Aeroportuario del Pacifico SAB de CV Class B,0.027,"[('EWW', 0.027)]"
EVK.DE,Evonik Industries AG,0.027,"[('FTAG', 0.027)]"
CTF1,Cotton No 2 Future Dec 21,0.027,"[('FUT', 0.027)]"
SEIC,SEI Investments Co,0.027,"[('REGL', 0.02), ('HSMV', 0.007)]"
NWBI,Northwest Bancshares Inc,0.027,"[('PEY', 0.027)]"
BYD.TO,Boyd Group Services Inc Ordinary Shares,0.027,"[('PIZ', 0.027)]"
MRO.L,Melrose Industries PLC,0.027,"[('PSP', 0.027)]"
CG,The Carlyle Group Inc,0.027,"[('PSP', 0.027)]"
4739,ITOCHU Techno-Solutions Corp,0.027,"[('RNDM', 0.027)]"
KOD,Kodiak Sciences Inc,0.027,"[('SBIO', 0.027)]"
CSL,Carlisle Companies Inc,0.027,"[('TMDV', 0.016), ('SDVY', 0.011)]"
JPHY,JPMorgan Research Enhanced High,0.027,"[('TACE', 0.027)]"
UHAL,Amerco Inc,0.027,"[('XTN', 0.027)]"
MEI,Methode Electronics Inc,0.026999999999999996,"[('DEEP', 0.011), ('RNSC', 0.009), ('FYT', 0.007)]"
JLL,Jones Lang LaSalle Inc,0.026000000000000002,"[('AFMC', 0.01), ('IVOV', 0.008), ('MDYV', 0.008)]"
MNG.L,M&G PLC Ordinary Shares,0.026000000000000002,"[('FIVA', 0.013), ('AVDV', 0.007), ('IMFL', 0.006)]"
5110,Sumitomo Rubber Industries Ltd,0.026000000000000002,"[('IVAL', 0.021), ('DXJS', 0.005)]"
6361,Ebara Corp,0.026000000000000002,"[('IVAL', 0.021), ('SCJ', 0.005)]"
CUBI,Customers Bancorp Inc,0.026000000000000002,"[('SIXS', 0.017), ('SVAL', 0.009)]"
GM1,Fin Fut Uk Gilt Ice 09/28/21,0.026,"[('BOND', 0.026)]"
ADYEY,Adyen NV ADR,0.026,"[('BUYZ', 0.026)]"
00853,MicroPort Scientific Corp,0.026,"[('CHIH', 0.026)]"
FE,FirstEnergy Corp,0.026,"[('DVY', 0.015), ('LSLT', 0.011)]"
JBH.AX,JB Hi Fi Ltd,0.026,"[('DVYA', 0.026)]"
ITC.BO,ITC Ltd,0.026,"[('EDIV', 0.026)]"
HFROPA,Highland Income Fund 5.375% PRF PERPETUAL USD 25 - Ser A,0.026,"[('EPRF', 0.026)]"
AXSPE,Axis Capital Holdings Ltd E,0.026,"[('EPRF', 0.026)]"
NNNPF,National Retail Properties Inc F,0.026,"[('EPRF', 0.026)]"
FULTP,Fulton Financial Corp 5.125% PRF PERPETUAL USD 25 - Ser A,0.026,"[('EPRF', 0.026)]"
WFCPO,Wells Fargo & Co Deposit Shs Repr 1/1000th 5 1/8 % Non-Cum Perp Pfd Shs -A-,0.026,"[('EPRF', 0.026)]"
FCNCP,First Citizens BancShares Inc PRF PERPETUAL USD - Ser A,0.026,"[('EPRF', 0.026)]"
RHM.DE,Rheinmetall AG,0.026,"[('EWGS', 0.026)]"
WDP,Warehouses De Pauw,0.026,"[('EWK', 0.026)]"
ICP.L,Intermediate Capital Group PLC,0.026,"[('EWUS', 0.015), ('IEUS', 0.005), ('HSCZ', 0.003), ('SCZ', 0.003)]"
3023.TW,Sinbon Electronics Co Ltd,0.026,"[('PIE', 0.023), ('EWX', 0.003)]"
KEY,KeyCorp,0.026,"[('FOVL', 0.026)]"
BWA,BorgWarner Inc,0.026,"[('FXD', 0.015), ('PEXL', 0.011)]"
UFPT,UFP Technologies Inc,0.026,"[('MGMT', 0.026)]"
COLL,Collegium Pharmaceutical Inc,0.026,"[('MGMT', 0.026)]"
GWRE,Guidewire Software Inc,0.026,"[('MOAT', 0.026)]"
PCI,PIMCO Dynamic Credit and Mortgage Inc,0.026,"[('PCEF', 0.026)]"
01268,China MeiDong Auto Holdings Ltd,0.026,"[('PIE', 0.026)]"
600426,Shandong Hualu-hengsheng Chemical Co Ltd,0.026,"[('RAYC', 0.026)]"
HRL,Hormel Foods Corp,0.026,"[('TPHD', 0.013), ('RBUS', 0.009), ('TPLC', 0.004)]"
CSR,Centerspace,0.026,"[('RDOG', 0.026)]"
MVRXX,Morgan Stanley Instl Lqudty Govt Instl,0.026,"[('SDCI', 0.026)]"
BEEM,Beam Global,0.026,"[('SIMS', 0.026)]"
ULTA,Ulta Beauty Inc,0.026,"[('STNC', 0.026)]"
CSSEP,Chicken Soup for the Soul Entertainment Inc PRF PERPETUAL USD - Ser A,0.026,"[('TWIO', 0.026)]"
OIBR.C.SA,Oi SA ADR,0.025,"[('BRF', 0.025)]"
02601,China Pacific Insurance (Group) Co Ltd Class H,0.025,"[('CHIX', 0.025)]"
CSGS,CSG Systems International Inc,0.025,"[('CSB', 0.014), ('XSLV', 0.011)]"
EWJ,iShares MSCI Japan Index Fund,0.025,"[('DMCY', 0.025)]"
MFG.AX,Magellan Financial Group Ltd,0.025,"[('DVYA', 0.025)]"
UNVR,PT Unilever Indonesia Tbk,0.025,"[('EIDO', 0.025)]"
FLT.AX,Flight Centre Travel Group Ltd,0.025,"[('ERSX', 0.025)]"
SULA11.SA,Sul America SA Ctf de Deposito de Acoes Cons of 1 Sh ' 2 Pfd Shs,0.025,"[('EWZS', 0.025)]"
YDUQ3.SA,YDUQS Participacoes SA,0.025,"[('EWZS', 0.025)]"
03818,China Dongxiang (Group) Co Ltd,0.025,"[('SDIV', 0.014), ('FEMS', 0.011)]"
BACPO,Bank of America Corp PRF PERPETUAL USD 25 - Ser NN,0.025,"[('FPFD', 0.025)]"
FTIU21,AEX Index Future Sept 21,0.025,"[('FUT', 0.025)]"
VICR,Vicor Corp,0.025,"[('GLRY', 0.025)]"
BBIO,BridgeBio Pharma Inc,0.025,"[('IBBJ', 0.025)]"
NTGY.BC,Naturgy Energy Group SA,0.025,"[('IDV', 0.025)]"
ACS.BC,ACS Actividades de Construccion y Servicios SA,0.025,"[('IDV', 0.019), ('IMFL', 0.006)]"
